###########################################################################################################################################################
#                                                          CosmicWatch: The Desktop Muon Detector v3X
#                                                                   Questions? saxani@udel.edu
# Event  Timestamp[s]  Flag  ADC[12b]  SiPM[mV]  Deadtime[s]  Temp[C]  Press[Pa]  Accel(X:Y:Z)[g]  Gyro(X:Y:Z)[deg/sec]  Name  Time  Date
###########################################################################################################################################################
3591	1049.973610	0	166	8.5	0.932960	25.6	96568	AxLab	15:50:11.291903	15/11/2025

3592	1050.055017	0	237	12.2	0.933327	25.6	96568	AxLab	15:50:11.373296	15/11/2025

3593	1050.553239	0	220	11.3	0.933694	25.6	96568	AxLab	15:50:11.871553	15/11/2025

3594	1051.111679	0	149	7.7	0.934072	25.6	96567	AxLab	15:50:12.429652	15/11/2025

3595	1051.157676	0	608	31.3	0.934437	25.6	96567	AxLab	15:50:12.475984	15/11/2025

3596	1051.218390	0	232	11.9	0.934873	25.6	96567	AxLab	15:50:12.536618	15/11/2025

3597	1051.268587	0	215	11.1	0.935242	25.6	96567	AxLab	15:50:12.586904	15/11/2025

3598	1052.361659	0	2566	132.1	0.935607	25.6	96567	AxLab	15:50:13.679990	15/11/2025

3599	1052.383239	0	137	7.1	0.935983	25.6	96567	AxLab	15:50:13.701403	15/11/2025

3600	1052.460064	0	1182	60.9	0.936345	25.6	96567	AxLab	15:50:13.778410	15/11/2025

3601	1052.883949	0	242	12.5	0.936732	25.6	96567	AxLab	15:50:14.202187	15/11/2025

3602	1052.968767	0	139	7.2	0.937109	25.6	96567	AxLab	15:50:14.286956	15/11/2025

3603	1053.282541	0	164	8.4	0.937473	25.6	96567	AxLab	15:50:14.600733	15/11/2025

3604	1053.790344	0	275	14.2	0.937849	25.6	96567	AxLab	15:50:15.108386	15/11/2025

3605	1054.193419	0	1610	82.9	0.938362	25.6	96569	AxLab	15:50:15.511394	15/11/2025

3606	1054.293761	0	145	7.5	0.938748	25.6	96569	AxLab	15:50:15.611894	15/11/2025

3607	1054.401595	0	228	11.7	0.939113	25.6	96569	AxLab	15:50:15.719815	15/11/2025

3608	1054.670087	0	243	12.5	0.939484	25.6	96569	AxLab	15:50:15.988269	15/11/2025

3609	1054.674450	0	143	7.4	0.939858	25.6	96569	AxLab	15:50:15.992573	15/11/2025

3610	1055.432858	0	292	15.0	0.940208	25.6	96569	AxLab	15:50:16.751074	15/11/2025

3611	1055.510621	0	278	14.3	0.940575	25.6	96569	AxLab	15:50:16.828775	15/11/2025

3612	1056.728239	0	1028	52.9	0.940941	25.6	96569	AxLab	15:50:18.046200	15/11/2025

3613	1056.803272	0	275	14.2	0.941314	25.6	96569	AxLab	15:50:18.121145	15/11/2025

3614	1056.939985	0	157	8.1	0.941688	25.6	96569	AxLab	15:50:18.257839	15/11/2025

3615	1057.066821	0	289	14.9	0.942063	25.6	96569	AxLab	15:50:18.384968	15/11/2025

3616	1057.156266	0	939	48.3	0.942435	25.6	96569	AxLab	15:50:18.474376	15/11/2025

3617	1057.456714	0	206	10.6	0.942815	25.6	96569	AxLab	15:50:18.774854	15/11/2025

3618	1057.518694	0	365	18.8	0.943192	25.6	96569	AxLab	15:50:18.836810	15/11/2025

3619	1057.551350	0	270	13.9	0.943566	25.6	96569	AxLab	15:50:18.869446	15/11/2025

3620	1057.915713	0	313	16.1	0.943945	25.6	96569	AxLab	15:50:19.233826	15/11/2025

3621	1058.970375	0	597	30.7	0.944308	25.6	96568	AxLab	15:50:20.288486	15/11/2025

3622	1059.034297	0	224	11.5	0.944687	25.6	96568	AxLab	15:50:20.352388	15/11/2025

3623	1060.206498	0	1014	52.2	0.945064	25.6	96569	AxLab	15:50:21.524540	15/11/2025

3624	1060.219185	0	675	34.8	0.945451	25.6	96569	AxLab	15:50:21.537040	15/11/2025

3625	1060.320018	0	123	6.3	0.945849	25.6	96569	AxLab	15:50:21.638250	15/11/2025

3626	1060.712893	0	417	21.5	0.946238	25.6	96569	AxLab	15:50:22.030701	15/11/2025

3627	1060.799099	0	205	10.6	0.946618	25.6	96568	AxLab	15:50:22.116966	15/11/2025

